DateTime,Entries,UniqueIPs
1539636998,66,66
1539640858,66,66
1539642761,68,68
1539644682,70,70
1539650481,68,68
1539652361,67,67
1539654273,67,67
1539658092,69,69
1539661953,67,67
1539663872,65,65
1539667695,66,66
1539669665,64,64
1539673476,64,64
1539675397,63,63
1539679231,64,64
1539683086,65,65
1539684986,65,65
1539686916,65,65
1539688825,67,67
1539690738,70,70
1539692682,69,69
1539694592,68,68
1539696503,68,68
1539698459,69,69
1539700345,72,72
1539702386,73,73
1539704422,73,73
1539706637,72,72
1539708752,71,71
1539710669,72,72
1539712857,73,73
1539714737,71,71
1539716699,68,68
1539718587,69,69
1539720517,68,68
1539722428,71,71
1539724605,70,70
1539726495,72,72
1539728414,72,72
1539730595,71,71
1539732495,71,71
1539734431,70,70
1539736342,72,72
1539738285,72,72
1539744018,72,72
1539745947,73,73
1539749804,72,72
1539753613,71,71
1539757494,72,72
1539759376,71,71
1539764207,76,76
1539766345,75,75
1539768261,76,76
1539770213,75,75
1539772096,73,73
1539774057,72,72
1539775947,71,71
1539779793,71,71
1539781722,71,71
1539785549,71,71
1539787470,69,69
1539789511,70,70
1539791561,69,69
1539793467,72,72
1539795393,72,72
1539797306,73,73
1539800197,76,76
1539802098,78,78
1539805946,79,79
1539807858,71,71
1539810994,70,70
1539812897,68,68
1539814835,68,68
1539818675,66,66
1539820592,66,66
1539822513,66,66
1539824452,65,65
1539826360,66,66
1539828263,70,70
1539830188,69,69
1539832106,70,70
1539834264,70,70
1539838102,71,71
1539843860,69,69
1539845798,71,71
1539849886,66,66
1539851786,67,67
1539853707,67,67
1539855633,66,66
1539861396,66,66
1539863301,67,67
1539865238,65,65
1539867151,66,66
1539869064,67,67
1539870992,67,67
1539872904,66,66
1539876847,66,66
1539878682,67,67
1539880573,67,67
1539882770,66,66
1539884657,67,67
1539886613,65,65
1539888527,65,65
1539890443,65,65
1539894281,64,64
1539900054,62,62
1539901973,64,64
1539906060,65,65
1539908193,66,66
1539910132,65,65
1539912023,67,67
1539913956,66,66
1539915865,65,65
1539917821,66,66
1539919700,64,64
1539921713,65,65
1539923547,66,66
1539925510,65,65
1539927400,64,64
1539931224,63,63
1539933149,64,64
1539935064,63,63
1539936997,62,62
1539938903,61,61
1539944683,62,62
1539946578,61,61
1539948776,63,63
1539950927,62,62
1539952833,63,63
1539954760,61,61
1539958608,60,60
1539960505,61,61
1539962441,60,60
1539964623,60,60
1539966745,61,61
1539968669,60,60
1539970600,61,61
1539972537,63,63
1539974441,62,62
1539976370,63,63
1539980202,64,64
1539982128,65,65
1539984054,68,68
1539985966,67,67
1539987881,66,66
1539989776,67,67
1539991718,65,65
1539993671,66,66
1539995569,67,67
1539997486,79,79
1540001328,78,78
1540005175,79,79
1540007062,80,80
1540009223,79,79
1540011136,75,75
1540013066,76,76
1540014996,75,75
1540019088,76,76
1540020984,78,78
1540022914,78,78
1540024846,76,76
1540026772,77,77
1540028667,79,79
1540030601,78,78
1540032504,77,77
1540034426,76,76
1540036349,76,76
1540038275,77,77
1540040196,76,76
1540044079,77,77
1540045955,75,75
1540047881,74,74
1540049802,75,75
1540051764,73,73
1540053633,72,72
1540055556,72,72
1540057477,72,72
1540059394,73,73
1540061311,72,72
1540063225,71,71
1540065173,72,72
1540068991,72,72
1540070909,72,72
1540072921,73,73
1540074751,73,73
1540076713,74,74
1540078596,75,75
1540080524,76,76
1540082450,73,73
1540084354,61,61
1540086270,65,65
1540090106,66,66
1540092046,67,67
1540093953,70,70
1540095872,72,72
1540097809,75,75
1540101714,77,77
1540103577,78,78
1540105734,77,77
1540107868,75,75
1540109802,78,78
1540111706,78,78
1540115802,74,74
1540117701,74,74
1540119686,73,73
1540123493,74,74
1540125383,76,76
1540127381,78,78
1540129237,79,79
1540131166,79,79
1540134861,81,81
1540136917,80,80
1540139333,79,79
1540141274,81,81
1540143152,81,81
1540145097,81,81
1540147006,82,82
1540148923,80,80
1540150838,81,81
1540152760,82,82
1540156602,85,85
1540158493,88,88
1540160434,86,86
1540164272,85,85
1540166177,84,84
1540168117,85,85
1540170989,84,84
1540172934,82,82
1540176766,81,81
1540178663,80,80
1540180601,79,79
1540182520,76,76
1540184516,76,76
1540188284,76,76
1540190235,75,75
1540194136,79,79
1540195947,79,79
1540197875,79,79
1540199828,78,78
1540201705,80,80
1540207482,81,81
1540209698,81,81
1540211555,77,77
1540213484,76,76
1540215397,73,73
1540217310,73,73
1540219226,72,72
1540221160,73,73
1540223071,75,75
1540224995,74,74
1540226931,75,75
1540228832,75,75
1540230748,76,76
1540232675,77,77
1540234610,78,78
1540236502,77,77
1540238474,76,76
1540240354,80,80
1540242289,77,77
1540244203,80,80
1540246125,78,78
1540250185,80,80
1540252101,78,78
1540254025,77,77
1540255943,76,76
1540257861,77,77
1540261703,77,77
1540263646,78,78
1540265559,75,75
1540269415,74,74
1540271319,75,75
1540273243,74,74
1540275174,74,74
1540279472,72,72
1540281513,73,73
1540283578,71,71
1540285473,72,72
1540287387,72,72
1540289327,73,73
1540293152,71,71
1540295072,70,70
1540296999,69,69
1540300821,68,68
1540302747,67,67
1540304681,70,70
1540306598,69,69
1540308526,66,66
1540312355,63,63
1540314526,61,61
1540316437,60,60
1540318361,58,58
1540320264,60,60
1540322206,61,61
1540324122,63,63
1540326019,63,63
1540327967,64,64
1540329867,64,64
1540331784,63,63
1540333701,63,63
1540335702,60,60
1540337570,61,61
1540339489,65,65
1540343326,66,66
1540347414,65,65
1540349306,62,62
1540351220,64,64
1540355072,63,63
1540357010,64,64
1540358938,65,65
1540361084,65,65
1540367093,65,65
1540369247,64,64
1540371148,63,63
1540373066,62,62
1540375004,62,62
1540377053,64,64
1540379086,66,66
1540381226,67,67
1540383231,69,69
1540385077,68,68
