DateTime,AddedIPs,RemovedIPs
1540310426,96,62
1540311384,74,0
1540312339,78,46
1540313319,72,67
1540314519,55,67
1540315473,65,144
1540316431,70,49
1540317390,83,0
1540318355,62,70
1540319294,75,66
1540320258,81,36
1540321246,1843,59
1540322201,58,730
1540323155,63,75
1540324117,55,82
1540325079,60,72
1540326011,74,61
1540326983,61,40
1540327962,59,76
1540328896,64,76
1540329861,58,84
1540330817,43,78
1540331778,53,39
1540332744,52,63
1540333691,67,69
1540334672,73,70
1540335643,73,54
1540336600,54,67
1540337556,58,43
1540338493,65,70
1540339481,52,56
1540340453,67,65
1540341401,72,66
1540342362,63,49
1540343321,64,71
1540344275,49,60
1540345483,69,73
1540346458,48,45
1540347401,56,54
1540348335,58,74
1540349301,63,67
1540350265,45,76
1540351213,49,73
1540352196,58,68
1540353131,74,65
1540354115,63,62
1540355067,138,6
1540356020,65,78
1540356991,60,65
1540357957,60,96
1540358932,84,71
1540360097,60,54
1540361068,69,79
1540362024,83,67
1540362991,78,66
1540363943,98,75
1540365144,68,68
1540366095,59,78
1540367082,62,105
1540368262,83,57
1540369235,80,68
1540370179,84,62
1540371142,65,52
1540372124,77,69
1540373060,61,58
1540374011,88,0
1540374998,84,65
1540375936,68,66
1540377040,66,144
1540378101,86,73
1540379079,74,65
1540380256,56,56
1540381219,66,60
1540382172,59,67
1540383224,59,75
1540384358,76,88
1540385542,61,64
1540386498,51,128
1540387455,81,67
1540388412,63,95
1540389391,51,153
1540390342,53,0
1540391311,71,149
1540392272,83,53
1540393473,80,72
1540394413,81,49
1540395389,87,0
1540396355,58,52
1540397352,67,124
1540398277,67,55
1540399211,50,0
1540400278,62,131
1540401650,68,57
1540402589,57,56
1540403539,64,72
1540404500,59,59
1540405459,52,51
1540406419,56,63
1540407398,57,64
1540408337,64,746
1540409297,57,69
1540410271,58,44
1540411235,64,52
1540412189,55,0
1540413142,48,56
1540414097,66,44
1540415067,49,49
1540416020,53,45
1540416981,62,74
1540417950,46,62
1540418915,60,52
1540431163,53,703
1540432335,0,54
1540433312,5,74
1540434271,12,0
1540435212,19,71
1540436178,29,142
1540437140,27,0
1540438093,23,122
1540439078,15,89
1540440025,10,0
1540441005,13,113
1540441944,10,61
1540442911,13,56
1540443883,17,65
1540444842,14,64
1540446031,21,0
1540446978,26,139
1540447950,20,66
1540448896,32,56
1540449864,16,0
1540450832,15,150
1540451791,18,0
1540452743,22,124
1540453707,11,79
1540454682,13,68
1540455646,18,66
1540456601,20,69
1540457545,22,0
1540458525,6,124
1540459477,0,73
1540460436,0,61
1540461400,0,62
1540462350,0,69
1540463312,0,59
1540464387,0,84
1540465731,0,53
1540466896,0,63
1540467866,0,69
1540468872,0,65
1540469804,0,56
1540470757,24,69
1540471721,80,66
1540472704,49,47
1540473611,59,70
1540474579,71,65
1540475559,55,44
1540476513,34,66
1540477478,78,86
1540478414,100,61
1540479390,56,67
1540480335,57,59
1540481298,74,88
1540482261,99,98
1540483249,93,104
1540484181,150,67
1540485141,109,49
1540486095,126,79
1540487099,126,71
1540488273,123,61
1540489241,103,74
1540490202,85,49
1540491164,80,45
1540492349,89,60
1540493318,109,52
1540494258,97,57
1540495221,97,65
1540496181,96,60
1540497142,93,75
1540498105,88,55
1540499063,99,47
1540500017,87,67
1540500990,89,64
1540501961,96,54
1540502896,102,49
1540503855,114,61
1540504828,80,46
1540505787,106,55
1540506745,107,59
1540507692,95,48
1540508927,101,46
1540510096,80,53
1540511077,94,62
1540512038,88,60
1540512981,102,0
1540513940,105,112
1540514899,138,0
1540515861,127,54
1540516824,110,143
1540517785,109,49
1540518758,95,54
1540519726,102,61
1540520671,110,41
1540521630,139,52
1540522592,109,0
1540523560,96,100
1540524491,84,0
1540525480,99,100
1540526416,134,0
1540527385,116,47
1540528343,86,135
1540529301,125,60
1540530266,77,0
1540531217,86,138
1540532443,86,81
1540533371,101,54
1540534364,99,66
1540535295,81,57
1540536258,86,58
1540537219,117,47
1540538204,81,60
1540539141,87,64
1540540119,80,69
1540541071,89,65
1540542016,81,69
1540542984,79,66
1540543937,101,67
1540544925,64,81
1540545873,58,70
