DateTime,Entries,UniqueIPs
1539015110,7742,7742
1539018706,7720,7720
1539022307,7710,7710
1539025910,7753,7753
1539029519,7778,7778
1539033108,7738,7738
1539036710,7708,7708
1539040307,7714,7714
1539043902,7690,7690
1539047506,7702,7702
1539051106,7694,7694
1539054704,7692,7692
1539058298,7680,7680
1539061895,7657,7657
1539065500,7653,7653
1539069094,7675,7675
1539072697,7710,7710
1539076296,7708,7708
1539079899,7687,7687
1539083493,7678,7678
1539087087,7655,7655
1539090693,7664,7664
1539094290,7650,7650
1539097875,7605,7605
1539101494,7579,7579
1539105087,7564,7564
1539108712,7825,7825
1539112329,8035,8035
1539115938,8158,8158
1539119541,8248,8248
1539123138,8285,8285
1539126748,8308,8308
1539130340,8328,8328
1539133948,8352,8352
1539137542,8371,8371
1539141148,8375,8375
1539144723,8372,8372
1539148325,8359,8359
1539151920,8358,8358
1539155535,8386,8386
1539159124,8406,8406
1539162731,8441,8441
1539166330,8433,8433
1539169936,8424,8424
1539173540,8429,8429
1539177130,8415,8415
1539180721,8427,8427
1539184321,8419,8419
1539187939,8405,8405
1539191530,8390,8390
1539195137,8378,8378
1539198744,8400,8400
1539202333,8410,8410
1539205948,8441,8441
1539209546,8445,8445
1539213135,8439,8439
1539216741,8436,8436
1539220347,8420,8420
1539223943,8423,8423
1539227545,8413,8413
1539231150,8414,8414
1539234752,8408,8408
1539238352,8384,8384
1539241943,8373,8373
1539245551,8409,8409
1539249157,8409,8409
1539252751,8401,8401
1539256342,8374,8374
1539259942,8372,8372
1539263531,8351,8351
1539267132,8361,8361
1539270732,8354,8354
1539274331,8358,8358
1539277941,8334,8334
1539281534,8286,8286
1539285136,8282,8282
1539288741,8253,8253
1539292346,8257,8257
1539295949,8269,8269
1539299537,8243,8243
1539303128,8250,8250
1539306739,8247,8247
1539310340,8227,8227
1539313953,8243,8243
1539317530,8261,8261
1539321146,8235,8235
1539324727,8213,8213
1539328311,8194,8194
1539331917,8184,8184
1539335510,8187,8187
1539339117,8204,8204
1539342728,8265,8265
1539346332,8269,8269
1539349920,8274,8274
1539353522,8258,8258
1539357118,8250,8250
1539360729,8224,8224
1539364335,8216,8216
1539367925,8198,8198
1539371530,8176,8176
1539375128,8171,8171
1539378732,8167,8167
1539382326,8192,8192
1539385940,8186,8186
1539389527,8188,8188
1539393125,8235,8235
1539396725,8225,8225
1539400330,8189,8189
1539403922,8208,8208
1539407515,8187,8187
1539411131,8172,8172
1539414709,8113,8113
1539418308,8100,8100
1539421915,8079,8079
1539425532,8064,8064
1539429103,8039,8039
1539432731,7991,7991
1539436314,7971,7971
1539439924,7935,7935
1539443504,7932,7932
1539447114,7919,7919
1539450708,7900,7900
1539454309,7849,7849
1539457904,7791,7791
1539461519,7774,7774
1539465108,7748,7748
1539468705,7731,7731
1539472294,7707,7707
1539475908,7643,7643
1539479506,7635,7635
1539483104,7632,7632
1539486696,7576,7576
1539490293,7562,7562
1539493886,7550,7550
1539497494,7503,7503
1539501073,7462,7462
1539504686,7437,7437
1539508292,7423,7423
1539511879,7409,7409
1539515494,7405,7405
1539519093,7383,7383
1539522692,7364,7364
1539526283,7355,7355
1539529883,7326,7326
1539533488,7302,7302
1539537073,7290,7290
1539540684,7259,7259
1539544287,7236,7236
1539547882,7210,7210
1539551489,7194,7194
1539555091,7186,7186
1539558691,7179,7179
1539562282,7152,7152
1539565873,7119,7119
1539569471,7110,7110
1539573069,7072,7072
1539576671,7055,7055
1539580271,7029,7029
1539583864,6995,6995
1539587461,6955,6955
1539591057,6917,6917
1539594649,6905,6905
1539598267,6864,6864
1539601857,6807,6807
1539605472,6755,6755
1539609055,6712,6712
1539612648,6696,6696
1539616247,6669,6669
1539619863,6651,6651
1539623455,6624,6624
1539627058,6660,6660
1539630654,6635,6635
1539634261,6621,6621
1539637866,6608,6608
1539641470,6592,6592
1539645070,6600,6600
1539648666,6590,6590
1539652260,6560,6560
1539655871,6538,6538
1539659464,6511,6511
1539663045,6481,6481
1539666651,6440,6440
1539670253,6414,6414
1539673853,6451,6451
1539677453,6448,6448
1539681055,6469,6469
1539684651,6489,6489
1539688241,6477,6477
1539691832,6471,6471
1539695427,6447,6447
1539699023,6443,6443
1539702621,6437,6437
1539706236,6411,6411
1539709830,6393,6393
1539713428,6362,6362
1539717037,6307,6307
1539720629,6264,6264
1539724227,6236,6236
1539727825,6216,6216
1539731416,6200,6200
1539735021,6190,6190
1539738612,6149,6149
1539742217,6115,6115
1539745819,6119,6119
1539749417,6082,6082
1539753023,6061,6061
1539756602,6044,6044
1539760216,5985,5985
1539763810,5948,5948
1539767411,5911,5911
1539771009,5892,5892
1539774615,5879,5879
1539778206,5868,5868
1539781821,5841,5841
1539785408,5810,5810
1539788996,5789,5789
1539792600,5759,5759
1539796200,5737,5737
1539799800,5733,5733
1539803402,5687,5687
1539807007,5690,5690
1539810605,5714,5714
1539814208,5723,5723
1539817810,5715,5715
1539821417,5711,5711
1539825005,5710,5710
1539828602,5683,5683
1539832200,5686,5686
1539835808,5647,5647
1539839407,5626,5626
1539842990,5614,5614
1539846594,5601,5601
1539850193,5543,5543
1539853786,5493,5493
1539857387,5482,5482
1539860981,5465,5465
1539864579,5447,5447
1539868181,5434,5434
1539871779,5393,5393
1539875379,5395,5395
1539878988,5351,5351
1539882582,5330,5330
1539886180,5305,5305
1539889782,5281,5281
1539893378,5277,5277
1539896981,5252,5252
1539900573,5222,5222
1539904178,5211,5211
1539907773,5167,5167
1539911370,5149,5149
1539914966,5122,5122
1539918564,5075,5075
1539922181,5036,5036
1539925771,4994,4994
1539929368,4973,4973
1539932954,4956,4956
1539936556,4931,4931
1539940156,4903,4903
1539943760,4897,4897
1539947347,4829,4829
1539950953,4805,4805
1539954555,4806,4806
1539958156,4795,4795
1539961745,4765,4765
1539965352,4735,4735
1539968952,4702,4702
1539972547,4715,4715
1539976156,4698,4698
1539979767,4720,4720
1539983358,4719,4719
1539986953,4686,4686
1539990554,4674,4674
1539994154,4654,4654
1539997744,4610,4610
1540001347,4608,4608
1540004944,4593,4593
1540008531,4534,4534
1540012141,4522,4522
1540015739,4520,4520
1540019340,4526,4526
1540022935,4526,4526
1540026528,4540,4540
1540030141,4556,4556
1540033744,4568,4568
1540037342,4566,4566
1540040941,4569,4569
1540044546,4579,4579
1540048139,4568,4568
1540051740,4583,4583
1540055342,4588,4588
1540058940,4592,4592
1540062548,4589,4589
1540066141,4578,4578
1540069748,4579,4579
1540073350,4578,4578
1540076946,4580,4580
1540080549,4586,4586
1540084146,4585,4585
1540087741,4573,4573
1540091342,4561,4561
1540094936,4564,4564
1540098534,4569,4569
1540102146,4563,4563
1540105745,4565,4565
1540109348,4568,4568
1540112948,4561,4561
1540116558,4559,4559
1540120147,4559,4559
1540123751,4558,4558
1540127348,4560,4560
1540130943,4566,4566
1540134546,4561,4561
1540138139,4564,4564
1540141747,4561,4561
1540145345,4554,4554
1540148940,4552,4552
1540152553,4551,4551
1540156151,4558,4558
1540159760,4555,4555
1540163352,4554,4554
1540166958,4554,4554
1540170558,4553,4553
1540174157,4548,4548
1540177754,4549,4549
1540181349,4557,4557
1540184952,4564,4564
1540188546,4589,4589
1540192146,4591,4591
1540195745,4600,4600
1540199341,4594,4594
1540202949,4615,4615
1540206536,4611,4611
1540210138,4622,4622
1540213739,4623,4623
1540217339,4625,4625
1540220935,4627,4627
1540224548,4616,4616
1540228147,4612,4612
1540231761,4611,4611
1540235353,4614,4614
1540238963,4614,4614
1540242575,4636,4636
1540246180,4650,4650
1540249784,4634,4634
1540253385,4626,4626
1540256968,4621,4621
1540260573,4624,4624
1540264183,4631,4631
1540267779,4636,4636
1540271364,4629,4629
1540274967,4627,4627
1540278561,4606,4606
1540282171,4592,4592
1540285771,4577,4577
1540289364,4570,4570
1540292964,4564,4564
1540296575,4558,4558
1540300166,4539,4539
1540303763,4523,4523
1540307354,4532,4532
1540310964,4518,4518
1540314551,4507,4507
1540318155,4510,4510
1540321753,4497,4497
1540325354,4487,4487
1540328953,4475,4475
1540332557,4461,4461
1540336153,4443,4443
1540339789,4444,4444
1540343348,4445,4445
1540346951,4435,4435
1540350546,4414,4414
1540354142,4404,4404
1540357740,4408,4408
1540361335,4412,4412
1540364933,4404,4404
1540368538,4399,4399
1540372149,4424,4424
1540375742,4415,4415
1540379352,4416,4416
1540382948,4407,4407
1540386550,4401,4401
1540390199,4406,4406
1540393738,4406,4406
1540397333,4403,4403
1540400932,4397,4397
1540404528,4382,4382
1540408141,4383,4383
1540411732,4369,4369
1540415330,4364,4364
1540418938,4372,4372
1540422541,4361,4361
1540426137,4362,4362
1540429741,4353,4353
1540433341,4350,4350
1540436925,4336,4336
1540440525,4339,4339
1540444125,4324,4324
1540447725,4308,4308
1540451319,4283,4283
1540454923,4287,4287
1540458541,4290,4290
1540462139,4286,4286
1540465726,4283,4283
1540469335,4286,4286
1540472936,4278,4278
1540476537,4279,4279
1540480124,4267,4267
1540483737,4270,4270
1540487340,4263,4263
1540490953,4267,4267
1540494548,4271,4271
1540498152,4271,4271
1540501749,4274,4274
1540505355,4267,4267
1540508950,4275,4275
1540512536,4279,4279
1540516144,4272,4272
1540519737,4270,4270
1540523335,4255,4255
1540526933,4251,4251
1540530533,4252,4252
1540534122,4245,4245
1540537734,4243,4243
1540541338,4240,4240
1540544928,4233,4233
1540548542,4215,4215
1540552140,4200,4200
1540555740,4189,4189
1540559338,4177,4177
1540562926,4168,4168
1540566515,4141,4141
1540570119,4133,4133
1540573716,4123,4123
1540577311,4084,4084
1540580906,4063,4063
1540584510,4049,4049
1540588109,4035,4035
1540591728,4027,4027
1540595323,4016,4016
1540598919,4007,4007
1540602520,3995,3995
1540606124,3978,3978
1540609720,3968,3968
1540613316,3963,3963
1540616921,3956,3956
1540620516,3937,3937
1540624124,3930,3930
1540627721,3923,3923
1540631334,3913,3913
1540634920,3904,3904
1540638515,3893,3893
1540642116,3880,3880
1540645712,3873,3873
1540649301,3866,3866
1540652900,3864,3864
1540656502,3858,3858
1540660100,3861,3861
1540663712,3850,3850
1540667314,3844,3844
1540670911,3845,3845
1540674509,3848,3848
1540678107,3840,3840
1540681696,3834,3834
1540685301,3835,3835
1540688909,3824,3824
1540692508,3815,3815
1540696109,3808,3808
1540699710,3802,3802
1540703311,3794,3794
1540706907,3795,3795
1540710509,3792,3792
1540714107,3780,3780
1540717710,3772,3772
1540721300,3765,3765
1540724893,3756,3756
1540728496,3752,3752
1540732097,3743,3743
1540735703,3743,3743
1540739297,3742,3742
1540742898,3735,3735
1540746500,3721,3721
1540750095,3708,3708
1540753699,3697,3697
1540757304,3693,3693
1540760900,3708,3708
1540764502,3690,3690
1540768102,3676,3676
1540771695,3648,3648
1540775293,3636,3636
1540778893,3634,3634
1540782489,3617,3617
1540786095,3607,3607
1540789688,3584,3584
1540793300,3538,3538
1540796893,3527,3527
1540800492,3513,3513
1540804088,3512,3512
1540807687,3478,3478
1540811284,3481,3481
